일자,기업명,분야,투자금,단계,투자사
2020-05-15,N15,하드웨어액셀러레이터,30억원,,"롯데액셀러레이터, 아르케인베스트먼트"
2020-05-15,라온서피리조트,로컬크리에이터,3000만원,시드,강원창조경제혁신센터
2020-05-18,팜스킨,뷰티브랜드,20억원,브릿지라운드,세마트랜스링크인베스트먼트
2020-05-18,하모닉바이오닉스,로보틱스,30억원,시드,"DSC 인베스트먼트, 베이스 인베스트먼트, 보광창업투자, Southwest Angel Network"
2020-05-18,에누마,에듀테크,110억원,시리즈B,"옐로우독, SKS PE, SK홀딩스, 카카오벤처스, 신한대체투자, 구옥 그룹, 헤드 파운데이션"
2020-05-19,심플리오,뷰티브랜드,비공개,프리시리즈A,"스트롱벤처스, 카카오인베스트먼트, 본엔젤스"
2020-05-20,게임베리,광고플랫폼,60억원,시리즈A,"스톤브릿지벤처스, SV인베스트먼트, SBI인베스트먼트"
2020-05-20,브이에스팜텍,개량신약개발사,15억원,시리즈A,"포스코기술투자, 인라이트벤처스"
2020-05-20,뮤직카우,저작권공유플랫폼,비공개,시리즈B,한국성장금융투자운용
2020-05-21,뷰노,헬스케어,30억원,,동구바이오제약
2020-05-21,스팁팝,이모티콘플랫폼,비공개,프리시리즈A,"세마트랜스링크, 스냅챗"
2020-05-21,셀러허브,쇼핑몰통합관리솔루션,10억원,,한국투자증권
2020-05-21,아울바이오,바이오,30억원,시리즈A,"인라이트벤처스, 이에스인베스터,메디치인베스트먼트"
2020-05-21,에스오에스랩,자율주행라이다,98억원,시리즈A2,한국산업은행 외
2020-05-21,마이베네핏,헬스케어,10억원,,위벤처스외 1 (제조사)
2020-05-21,에타일렉트로닉스,무선전력전송솔루션,비공개,,캡스톤파트너스
2020-05-26,브레싱스,헬스케어,3000만원,시드,강원창조경제혁신센터
2020-05-26,밸리스,반려동물,비공개,프리시리즈A,"디쓰리쥬빌리파너스, 엑스트라마일 임팩트(Mysc)"
2020-05-27,홈리에종,인테리어,비공개,시드,"소풍벤처스, 윤민창의재단"
2020-05-27,메디씽큐,의료용내비게이션,25억원,시리즈A,
2020-05-28,레이저쎌,제조,100억원,,"소벤처기업진흥공단, 산업은행, 한국투자파트너스, 인터밸류파트너스, 에이벤처스"
2020-05-28,크레바스에이아이,소셜기반음악추천,비공개,시드,스트롱벤처스
2020-05-28,위트레인,피트니스,2억원,시드,연세대학교기술지주회사
2020-05-28,마이셀럽스,AI,비공개,브릿지라운드,KDB산업은행
2020-05-28,멀티플아이,전방향거리측정,비공개,,퓨처플레이
2020-05-29,세이션,토탈라이프케어,50억원,,"한국투자파트너스, SV인베스트먼트"
2020-05-29,베스핀글로벌,클라우드,900억원,시리즈C,"SK텔레콤(차이나), 디와이홀딩스 외"
2020-06-01,아키드로우,3D모델링솔루션,15억원,,"오늘의 집, KB인베스트먼트, 코리아에셋투자증권"
2020-06-01,다이렉트클라우드,클라우드,20억원,시리즈A,"프라이머사제파트너스,PKSHA SPARX"
2020-06-01,위티,AI부동산,비공개,시드,넥스트드림엔젤클럽
2020-06-01,반려생활,반려동물,비공개,시드,"스프링캠프, 엔젤투자자"
2020-06-02,코액터스,모빌리티,비공개,,와디즈벤처스
2020-06-02,스킬질라,AI채용,비공개,시드,퓨처플레이
2020-06-02,의식주컴퍼니,모바일세탁서비스,170억원,시리즈B,"한국투자파트너스, 아주IB투자, KT인베스트먼트, 삼성벤처투자, DS자산운용, 알토스벤처스, 하나벤처스"
2020-06-03,한국축산데이터,가축헬스케어솔루션,45억원,시리즈A,"코리아오메가투자금융, 우리은행, 원익투자파트너스, 타임와이즈인베스트먼트(구 CJ창업투자) , 인탑스인베스트먼트"
2020-06-03,뷰런테크놀로지,자율주행,비공개,시드,"네이버D2SF, 본엔젤스벤처파트너스"
2020-06-03,큐에스택,디지털헬스케어,비공개,시드,네이버D2SF
2020-06-03,루이테크놀로지,AI음성공유,비공개,시드,엔슬파트너스
2020-06-03,람다256,블록체인,80억원,시리즈A,"우리기술투자, 종근당홀딩스, 야놀자 외"
2020-06-03,프딩,촬영 중개 플랫폼,1억원,시드,제주창조경제혁신센터
2020-06-03,어플라이,드론,3000만원,시드,제주창조경제혁신센터
2020-06-03,플렉시마인드,미디어/콘텐츠,40억원,,"카카오페이지, 이에스인베스터"
2020-06-03,스티비,이메일뉴스레터솔루션,비공개,시드,"옐로우독, 소풍벤처스"
2020-06-04,데이터노우즈,AI부동산,10억원,시리즈A,"SJ투자파트너스, 우미건설"
2020-06-04,JSK바이오메드,바이오/헬스케어,12억원,시리즈A,큐더스벤처스
2020-06-04,미디움,블록체인,60억원,,제넨바이오
2020-06-08,진캐스트,바이오/헬스케어,143억원,시리즈B,"녹십자홀딩스, 녹십자MS, KB증권, KDB산은캐피탈, DK&D, 피앤피인베스트먼트,파트너스인베스트먼트, 타임와이즈인베스트먼트"
2020-06-08,문리버,SaaS,9억원,프리시리즈A,카카오벤처스
2020-06-08,잇플루언서,미디어/콘텐츠,비공개,프리시리즈A,뉴패러다임인베스트먼트
2020-06-08,비트센싱,모빌리티,70억원,프리시리즈A,"LB인베스트먼트, 만도(SI), 퓨처플레이, 에스제이투자파트너스, 한세실업, 에스비파트너스"
2020-06-09,프록시헬스케어,바이오/헬스케어,1억원,시드,울산창조경제혁신센터
2020-06-09,비캔버스,협업툴,비공개,,에이티넘인베스트먼트
2020-06-09,마플,미디어/콘텐츠,비공개,,"아스테란인베스트먼트,솔론인베스트"
2020-06-09,위허들링,소비자,비공개,프리시리즈A,세마트랜스링크인베스트먼트
2020-06-10,레드독컬처하우스,미디어/콘텐츠,100억원,,"스마트스터디, 스마트스터디벤처스"
2020-06-11,율립,소비자,비공개,프리시리즈A,"스트롱벤처스, 엠와이소셜컴퍼니"
2020-06-11,마드라스체크,SaaS,20억원,,하나벤처스
2020-06-11,블루레오,바이오,12억원,프리시리즈A,"IBK기업은행, SBA서울산업진흥원, 와디즈벤처스, 씨엔티테크, 한국벤처투자"
2020-06-12,페이얍,커머스,비공개,시드,스프링캠프
2020-06-12,비프로일레븐,SaaS,120억원,시리즈C,"알토스벤처스, 소프트뱅크벤처스, 새한벤처스, 스프링캠프, 미래에셋벤처투자"
2020-06-16,알세미,소프트웨어,10억원,,"L&S 벤처캐피탈, 김기사랩, 베이스인베스트먼트, 에스제이투자파트너스"
2020-06-16,블록펫,블록체인,비공개,,비브릿지파트너스
2020-06-16,라포랩스,교육,비공개,,끌림벤처스
2020-06-17,리드넘버,소비자,비공개,시드,더벤처스
2020-06-17,데일리비건,소비자,5억원,시드,베이스인베스트먼트
2020-06-17,화난사람들,법률,비공개,,"고려대학교기술지주회사, 전북지역대학연합기술지주회사"
2020-06-17,한국축산데이터,농업,비공개,시드,네이버D2SF
2020-06-17,데이터라이즈,소프트웨어,비공개,시드,네이버D2SF
2020-06-17,인공지능팩토리,소프트웨어,비공개,시드,엔젤
2020-06-17,큐엠아이티,스포츠,비공개,시드,네이버D2SF
2020-06-19,나노게이트,센서,10억원,,"쿨리지코너인베스트먼트, 네움"
2020-06-19,위케어,육아,비공개,시드,더벤처스
2020-06-19,오프널,핀테크,비공개,시드,퓨처플레이
2020-06-24,코핀커뮤니케이션즈,콘텐츠,32억원,시리즈A,"KB인베스트먼트, 현대투자파트너스, 대교인베스트먼트, 디에이밸류인베스트먼트, 신한캐피탈, 스틱벤처스, 스파크랩파트너스, 원익투자파트너스"
2020-06-24,한국트렌드데이터,헬스케어,비공개,시드,끌림벤처스
2020-06-24,엔도로보틱스,수술로봇,10억원,프리시리즈A,마그나인베스트먼트
2020-06-24,텀블벅,크라우드펀딩,비공개,인수합병,백패커
2020-06-25,더맘마,이커머스,40억원,,"중소기업진흥공단, SB파트너스"
2020-06-26,헬프미,법률,비공개,시드,끌림벤처스
2020-06-29,더블엔씨,이커머스,비공개,시드,스프링캠프
2020-06-29,트래쉬버스터즈,환경,비공개,시드,MYSC
2020-06-30,콜리전스,블록체인,8억원,,"어니스트벤처스, 아만타니파트너스, 파로스컨설팅"
2020-06-30,프록시헬스케어,헬스케어,5억원,시드,"퓨처플레이, 패스트벤처스"
2020-06-30,퍼즐몬스터즈,게임,비공개,시드,스프링캠프
2020-07-01,제이제이앤컴퍼니,수산업,비공개,시드,더벤처스
2020-07-01,인스타페이,금융,15억원,시리즈B,"루왁코리아, 리치푸드시스템 등"
2020-07-01,솜씨당,엔터테인먼트,비공개,,"쿨리지코너인베스트먼트, 메가인베스트먼트"
2020-07-01,메디팔,헬스케어,비공개,시드,"소풍벤처스, MYSC"
2020-07-02,끌림벤처스,벤처캐피탈,30억원,,"IBK캐피탈, DS자산운용, VIP자산운용"
2020-07-02,드림포라,엔터테인먼트,비공개,시드,스프링캠프
2020-07-02,에스엔바이오사이언스,,125억원,시리즈B,"스마일게이트인베스트먼트, SL인베스트먼트, 코메스인베스트먼트, 원익투자파트너스, 대교인베스트먼트, 보광창업투자, CKD창업투자, 하나금융투자, 보난자-위드윈 PE, JL파트너스"
2020-07-03,PSX,금융,5억원,시드,해시드
2020-07-03,잡앤파트너,채용,비공개,프리시리즈A,"패스파인더에이치, 세마트랜스링크인베스트먼트"
2020-07-03,지에스아이엘,건설,15억원,,신용보증기금
2020-07-03,플라스크,콘텐츠,비공개,시드,스프링캠프
2020-07-06,팜캐드,바이오,47억원,시리즈A,"데일리 파트너스, KTB 네트웍스 등"
2020-07-07,이오스튜디오,콘텐츠,비공개,,퓨처플레이
2020-07-07,작은도시,하우징,비공개,시리즈A,하나금융투자
2020-07-07,J2H바이오텍,바이오,130억원,시리즈C,"아주IB투자, KTB네트워크, 미래에셋벤처투자, 르네상스자산운용"
2020-07-07,코메이크,법률,비공개,시드,"엑트너랩, MYSC"
2020-07-08,니더,채용,비공개,시리즈A,"한국투자파트너스, BNK벤처투자, 부산연합기술지주"
2020-07-08,로앤굿,법률,5억원,시드,본엔젤스
2020-07-08,콘텐츠퍼스트,콘텐츠,61억원,시리즈A,KB인베스트먼트
2020-07-08,클로넷코퍼레이션,패션,비공개,시드,김기사랩
2020-07-09,스택하우스,엔터테인먼트,비공개,,무신사
2020-07-10,스무디,엔터테인먼트,18억원,브릿지,"롯데액셀러레이터, 서울대기술지주, 서울산업진흥원"
2020-07-10,매드업,광고,비공개,프리시리즈C,신한금융투자
2020-07-13,이십사점오,일정관리,비공개,시드,AIM인베스트먼트
2020-07-13,스파이더크래프트,배달,비공개,시리즈A,"현대기술투자, HB인베스트먼트, 키움인베스트먼트, 신한캐피탈, 패스파인더에이치"
2020-07-13,오아시스비즈니스,견적,비공개,시드,엔젤투자자
2020-07-13,스파이스웨어,소프트웨어,비공개,프리시리즈A,"안랩, 이노폴리스파트너스, 신한캐피탈, 신한금융투자, 하나은행"
2020-07-13,모바일퉁,핀테크,75억원,시리즈A,"베이스인베스트먼트, 서울대기술지주, 두나무앤파트너스, 키움인베스트먼트, IBK투자증권, 이앤벤처파트너스, 인탑스인베스트먼트"
2020-07-14,세미파이브,반도체,340억원,시리즈A,"미래에셋벤처투자, 한국산업은행, 한국투자파트너스, 엘비인베스트먼트, NH투자증권, 비공개"
2020-07-15,엔브이엠,콘텐츠,비공개,인수합병,데이블
2020-07-15,알파프라임,금융,3억원,시드,슈미트
2020-07-15,뉴로다임,인공지능,21억원,시리즈A,스케일업벤처스
2020-07-15,트렌비,이커머스,110억원,시리즈B,"뮤렉스파트너, 아주IB투자, LB인베스트먼트"
2020-07-15,마크베이스,소프트웨어,100억원,시리즈C,"한국투자파트너스, 스마일게이트인베스트먼트, KB인베스트먼트, UTC인베스트먼트, KT 인베스트먼트"
2020-07-16,더파이러츠,이커머스,170억원,시리즈B,"SV·코오롱·마이다스동아·유안타·타임와이즈 인베스트먼트, 농심캐피탈, 우리은행, 키움증권, 스틱벤처스"
2020-07-16,DRX,게임,120억원,시리즈A,"제이에스코퍼레이션과 서울투자파트너스, 퀀템벤처스코리아, 신한캐피탈, 원익투자파트너스, 데브시스터스벤처스"
2020-07-17,왓챠,콘텐츠,190억원,시리즈D,"메이플투자파트너스, 에이티넘인베스트먼트, 컴퍼니케이파트너스, 퀀텀벤처스코리아, SBI인베스트먼트, 가이아벤처파트너스"
2020-07-17,래디쉬,콘텐츠,760억원,,"카카오페이지, 소프트뱅크벤처스, 미래에셋벤처투자, 미래에셋캐피탈, 파트너스인베스트먼트, 대교인베스트먼트"
2020-07-20,케어닥,실버케어,26억원,시리즈A,"D3쥬빌리, 미래과학기술지주, 신용보증기금, 인사이트에퀴티파트너스, MYSC, 휴맥스"
2020-07-20,머스트잇,이커머스,150억원,시리즈A,"IMM인베스트먼트, 소프트뱅크벤처스, 케이투인베스트먼트파트너스, 메디치인베스트먼트"
2020-07-21,리턴박스,물류,비공개,시드,크립톤
2020-07-21,에이딘로보틱스,로봇용 핵심센서 개발,비공개,시드,"퓨처플레이, 신한캐피탈, 산은캐피탈"
2020-07-21,팀솔루션,조선해양,3억원,시드,울산창조경제혁신센터
2020-07-21,디사일로,데이터분석,비공개,시드,네이버D2SF
2020-07-21,띵스플로우,챗봇,23억원,시리즈A,"네오플럭스, 스프링캠프, 어니스트벤처스, 서울산업진흥원"
2020-07-21,루니미디어,게임,46억원,시리즈A,"카카오벤처스, 신한캐피탈, 씨티케이인베스트먼트,스퀘어벤처스"
2020-07-21,클로아,데이터분석,비공개,시드,네이버D2SF
2020-07-22,제이투에이치바이오텍,바이오,130억원,시리즈C,"아주IB투자, KTB네트워크,미래에셋벤처투자, 르네상스자산운용"
2020-07-22,스톤아이,헬스케어,비공개,프리시리즈A,스트롱벤처스
2020-07-22,지투지바이오,바이오,114억원,시리즈B,"한국투자파트너스, 쿼드자산운용, BNK벤처투자, IBK기업은행, 서울투자파트너스, ARK임팩트자산운용, 엠포드에쿼티파트너스"
2020-07-23,포인트테크놀로지,광고,비공개,시드,더인벤션랩
2020-07-23,소셜빈,라이프스타일,비공개,시리즈B,"DB산업은행, K&투자파트너스, 신한금융카카오 벤처스, 플래티넘기술투자"
2020-07-23,딥핑소스,인공지능,10억원,시리즈A,삼성벤처투자
2020-07-23,니어스랩,드론,비공개,,"컴퍼니케이파트너스, 퓨처플레이, 미래에셋캐피탈, SBI인베스트먼트, 신한캐피탈, 나우아이비캐피탈, 이앤벤처파트너스"
2020-07-24,하프스,투자,비공개,프리시리즈A,
2020-07-24,에너지엑스스퀘어,에너지,14억원,프리시리즈A,"인라이트벤처스, 심본투자파트너스 등"
2020-07-27,지바이크,모빌리티,비공개,시리즈A,"스트롱벤처스, 싸이맥스"
2020-07-27,비브로스,헬스케어,172억원,시리즈D,"유비케어, DS자산운용, 삼성벤처투자, LG유플러스, KT인베스트먼트"
2020-07-28,레이지소사이어티,구독,비공개,시리즈A,"프라이머사제파트너스, 롯데액셀러레이터"
2020-07-29,더식스데이,반려동물,20억원,시리즈A,"베이스인베스트먼트,캡스톤파트너스, 서울대기술지주, 어썸벤처스"
2020-07-30,투스라이프,콘텐츠,20억원,,
2020-07-30,크로커스에너지,에너지,35억원,시리즈A,"삼성벤처투자, 지유투자, 베이스인베스트먼트와 퓨처플레이, 산은캐피탈, 그리드위즈"
